,submission_date,assignment code,outcome code,outcome year,course_id,semester,course,section,outcome score,outcome rating,college,compliance
40672,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40672,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40673,2022-01-28,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40673,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40673,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40673,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40703,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40703,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40703,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40703,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40737,2022-01-29,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40737,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40737,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40737,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40813,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40813,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40813,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40813,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40840,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40840,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40840,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40840,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40849,nan,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40849,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40849,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40849,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40854,nan,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40854,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40854,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40854,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40856,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40856,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40856,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40856,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40916,nan,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40916,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40916,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40916,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40923,2022-01-29,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40923,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40923,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40923,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40925,2022-01-28,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40925,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40925,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40925,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40926,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40926,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40926,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40926,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40933,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40933,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40933,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40933,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40953,2022-01-28,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40953,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40953,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
40953,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41047,2022-01-28,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41047,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41047,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41047,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41055,2022-01-28,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41055,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41055,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41055,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41204,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41204,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41204,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41204,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41292,2022-01-30,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41292,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41292,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41292,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41304,nan,457649,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41304,nan,467271,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41304,nan,467272,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,Outcome attached - no assessment
41304,nan,467275,CF1,U2021,SP2022_BIBL1100_01,SP2022,BIBL1100,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
18120,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
20503,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21325,2022-04-29,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21437,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
21559,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
21874,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
23162,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
23264,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
23537,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26216,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26494,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26952,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
27303,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27316,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
27338,2022-04-29,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27474,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27504,2022-05-03,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28132,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
28135,2022-04-30,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28664,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29755,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
30116,2022-04-29,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
30734,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31692,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
31894,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34360,2022-04-30,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34377,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
34380,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34463,2022-04-28,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34464,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34596,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34664,2022-04-22,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34678,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34713,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
37195,2022-05-02,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
37759,2022-05-03,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38222,2022-04-30,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38860,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40575,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40576,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40609,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40622,2022-05-01,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40627,2022-04-30,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40654,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40668,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40675,nan,466998,SC1,U2021,SP2022_PHYS1060_01,SP2022,PHYS1060,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40676,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40703,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40711,2022-05-02,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40738,nan,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,0.0,Fail,College of Natural and Applied Sciences,Outcome assessed
40754,2022-05-02,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40910,2022-05-01,466995,SC1,U2021,SP2022_PHYS2110_01,SP2022,PHYS2110,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
2402,2022-05-05,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
3078,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
3999,2022-04-23,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20868,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
22054,2022-05-03,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
27570,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
28359,2022-04-15,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
28368,2022-05-06,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29507,2022-03-27,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
29661,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31546,2022-05-01,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
31656,2022-04-17,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
33656,2022-05-02,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34352,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34911,2022-05-06,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
38080,2022-04-23,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40562,2022-04-20,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40568,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40569,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40596,2022-05-04,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40615,2022-03-17,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40625,2022-03-29,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40642,2022-04-16,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40644,2022-04-26,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40647,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40649,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40651,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40657,2022-04-26,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40664,2022-04-27,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40692,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40695,2022-04-24,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40702,2022-04-30,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,1.0,Minimum,College of Natural and Applied Sciences,Outcome assessed
40706,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40710,2022-04-17,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40740,2022-04-27,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40757,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40790,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40800,2022-04-28,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40802,2022-04-27,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
40877,2022-04-27,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
40880,2022-04-13,464544,SC2,U2021,SP2022_CHEM1210L_01,SP2022,CHEM1210L,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
