,submission_date,assignment code,outcome code,outcome year,course_id,semester,course,section,outcome score,outcome rating,college,compliance
21257,2022-05-06,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21272,2022-05-04,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
21464,2022-05-06,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21487,2022-05-04,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21608,2022-05-05,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21799,2022-05-07,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21869,2022-05-07,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
26172,2022-05-07,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27526,2022-05-06,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27695,2022-05-07,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34186,2022-05-06,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34439,2022-05-05,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
35047,2022-05-06,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
38601,2022-05-05,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
41101,2022-05-06,441948,IP2,U1516,SP2022_ENGL2410W_1U,SP2022,ENGL2410W,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
20821,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
22440,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
23259,2022-03-15,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27733,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
30892,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34453,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34463,2022-03-15,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34465,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34467,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34573,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34672,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34700,2022-03-14,441337,CF2,U1617,SP2022_HNRS3560_01,SP2022,HNRS3560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
6621,2022-05-09,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
17895,2022-05-09,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21276,2022-05-03,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21305,2022-05-09,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21550,2022-05-09,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
22908,2022-05-01,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27637,2022-05-07,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27644,2022-05-09,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27694,2022-05-10,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27991,2022-05-05,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
36561,2022-05-07,462274,H1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
16789,2022-04-18,457838,H3,U1617,SP2022_EDUC3310_1L,SP2022,EDUC3310,1L,2.0,Target,College of Educaton,Outcome assessed
19111,2022-04-29,457838,H3,U1617,SP2022_EDUC3310_1L,SP2022,EDUC3310,1L,2.0,Target,College of Educaton,Outcome assessed
27340,2022-05-01,457838,H3,U1617,SP2022_EDUC3310_1L,SP2022,EDUC3310,1L,2.0,Target,College of Educaton,Outcome assessed
27373,2022-04-29,457838,H3,U1617,SP2022_EDUC3310_1L,SP2022,EDUC3310,1L,2.0,Target,College of Educaton,Outcome assessed
27447,2022-04-23,457838,H3,U1617,SP2022_EDUC3310_1L,SP2022,EDUC3310,1L,2.0,Target,College of Educaton,Outcome assessed
27738,2022-04-29,457838,H3,U1617,SP2022_EDUC3310_1L,SP2022,EDUC3310,1L,2.0,Target,College of Educaton,Outcome assessed
6621,2022-05-09,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
12853,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
17895,2022-05-09,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21276,2022-05-03,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21305,2022-05-09,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21324,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21508,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21533,2022-02-28,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21550,2022-05-09,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
22908,2022-05-01,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
24593,2022-03-02,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
25863,2022-02-27,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
26005,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
26101,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27373,2022-02-25,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
27545,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27588,2022-02-24,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27637,2022-05-07,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27644,2022-05-09,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27692,2022-02-28,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27694,2022-05-10,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27751,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27914,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27991,2022-05-05,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
29098,2022-02-25,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34362,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34367,2022-02-25,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34419,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34462,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34472,2022-02-27,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34474,nan,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34711,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
35057,2022-02-26,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
36561,2022-05-07,462274,IP1,U1617,SP2022_ENGL3510_1U,SP2022,ENGL3510,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
38670,2022-02-25,442868,IP1,U1617,SP2022_ENGL3015C_1U,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
6576,2022-03-05,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
28321,2022-03-04,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
33824,2022-03-04,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
36456,2022-03-07,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
38481,2022-03-06,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
39277,2022-03-06,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
40745,2022-03-11,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
40813,2022-03-06,436734,IP4,U1617,SP2022_ENGL1035_1U,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
6191,2022-04-14,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
9649,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
9653,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12388,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12523,2022-04-30,444816,CP1,U1718,SP2022_PSYC4010_01,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
12682,2022-04-06,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12715,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12938,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
13092,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
13555,2022-03-23,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
13967,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
16102,2022-04-28,444816,CP1,U1718,SP2022_PSYC4010_01,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
16169,2022-04-18,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
16423,2022-04-25,444816,CP1,U1718,SP2022_PSYC4010_01,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
16661,2022-04-17,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
16689,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
16730,2022-04-28,444816,CP1,U1718,SP2022_PSYC4010_01,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
16834,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
16996,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
18189,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
18958,2022-05-05,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
18964,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20334,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21242,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21252,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21272,2022-03-10,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21274,2022-03-29,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21276,2022-03-29,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21416,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21460,2022-02-15,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21461,2022-04-27,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21491,2022-05-05,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21521,2022-04-24,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21522,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21556,2022-03-29,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21558,2022-03-29,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21621,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21662,2022-04-26,444816,CP1,U1718,SP2022_PSYC4010_01,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
21699,2022-04-27,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21725,2022-04-30,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21779,2022-04-20,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21789,2022-04-01,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21799,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21866,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21869,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22012,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22036,2022-03-17,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22120,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22272,2022-03-26,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
25960,2022-03-30,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26152,2022-03-22,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26156,2022-03-09,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26157,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26169,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26172,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26173,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26270,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26663,2022-04-02,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26948,2022-04-02,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27395,2022-04-15,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27570,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27641,2022-04-15,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27841,2022-04-12,435494,CP1,U1718,SP2022_NURS4040_01,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
34381,2022-04-27,454887,CP1,U1718,SP2022_COMP4980_01,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
34694,2022-04-12,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34866,2022-04-29,444816,CP1,U1718,SP2022_PSYC4010_01,SP2022,PSYC4010,01,1.0,Minimum,College of Behavior and Social Sciences,Outcome assessed
35020,2022-04-16,445751,CP1,U1718,SP2022_BIOL4980_01,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20631,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
20821,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
20940,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
21320,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21510,2022-04-03,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21804,2022-04-03,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
24791,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
27398,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
29695,2022-04-07,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
29717,2022-04-08,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
31205,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
32434,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
32684,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
34368,2022-04-09,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
34412,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
34420,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
34469,2022-04-04,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
35544,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
38639,2022-04-04,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
38860,nan,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
40580,2022-04-04,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
40607,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40610,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
40615,2022-03-30,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40623,2022-03-22,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40629,2022-04-05,444492,SC3,U1819,SP2022_PSYC1550_01,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
